employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
16010,35,No,travel rarely,1349.0,7,2,life sciences,3,Male,63,2,1, laboratory technician ,4,married,26900.0,7713,1,No,18,3.0,4,1,10.0,5,2.0,1,0,1,1988,No
16020,46,No,travel rarely,563.0,1,4,life sciences,4,Male,56,4,4, manager ,1,married,175670.0,3156,1,No,15,3.0,2,0,27.0,5,1.0,26,0,12,1977,No
16240,18,Yes,travel frequently,544.0,3,2,medical,2,Female,70,3,1, sales representative ,4,single,15690.0,18420,1,Yes,12,3.0,3,0,0.0,2,4.0,0,0,0,2005,Yes
16690,29,No,travel rarely,991.0,5,3,life sciences,1,Male,43,2,2, sales executive ,2,divorced,41870.0,3356,1,Yes,13,3.2,2,1,10.0,3,2.0,10,0,9,1994,Yes
16730,31,No,travel rarely,1112.0,5,4,life sciences,1,Female,67,3,2, sales executive ,4,married,48620.0,22589,1,No,11,3.0,1,2,10.0,2,2.8,10,0,2,1992,Yes
16780,41,No,travel rarely,1206.0,23,2,life sciences,4,Male,80,3,3, sales executive ,3,single,48620.0,11591,3,No,16,3.0,4,0,21.0,2,3.0,2,0,2,1982,Yes
16970,60,No,travel rarely,803.1,1,4,life sciences,3,Male,92,1,3, healthcare representative ,4,divorced,108830.0,20467,3,No,20,4.0,3,1,19.0,2,4.0,1,0,0,1963,No
17140,24,Yes,travel rarely,240.0,22,1,life sciences,4,Male,58,1,1, human resources ,3,married,48620.0,11585,1,No,11,3.2,3,1,1.0,2,3.0,1,0,0,1999,Yes
17240,40,No,travel rarely,369.0,8,2,life sciences,2,Female,92,3,2, manufacturing director ,1,married,48620.0,5041,2,Yes,16,3.0,2,1,18.0,3,3.0,1,0,0,1983,Yes
17310,47,No,non travel,543.0,2,4,marketing,3,Male,87,3,2, sales executive ,2,married,48620.0,3536,7,No,11,3.0,4,1,4.0,3,1.0,1,0,0,1976,Yes
17440,45,No,travel rarely,176.0,41,3,life sciences,41,Female,56,1,3, human resources ,3,married,97560.0,6595,4,No,21,4.0,3,2,9.0,2,4.0,5,0,3,1978,Yes
17550,34,No,travel rarely,181.0,2,4,life sciences,4,Male,97,4,1, research scientist ,4,married,48620.0,5586,0,Yes,14,3.0,1,3,6.0,3,3.0,5,1,2,1989,No
17580,33,Yes,travel rarely,211.0,16,3,life sciences,1,Female,74,3,3, sales executive ,1,married,48620.0,10092,2,Yes,20,4.0,3,0,10.0,2,2.0,0,0,0,1990,Yes
17610,31,Yes,travel rarely,1079.0,16,4,life sciences,1,Male,70,3,3, sales executive ,3,married,48620.0,19002,2,No,13,3.0,1,3,10.0,2,3.0,1,0,0,1992,Yes
17630,30,No,travel rarely,305.0,16,3,life sciences,3,Male,58,4,2, healthcare representative ,3,married,52940.0,9128,3,No,16,3.0,3,1,10.0,3,3.0,7,1,7,1993,No
17660,38,No,travel rarely,833.0,18,3,medical,2,Male,60,1,2, healthcare representative ,4,married,48620.0,24539,3,No,16,3.0,3,1,10.0,2,3.0,1,1,0,1985,Yes
17830,22,Yes,travel rarely,1294.0,45,1,medical,3,Female,79,3,1, laboratory technician ,1,married,48620.0,15999,1,Yes,17,3.0,3,0,1.0,6,3.0,1,0,0,2001,Yes
18390,18,No,travel rarely,1431.0,14,3,life sciences,2,Female,33,3,1, research scientist ,3,single,48620.0,8018,1,No,16,3.0,3,0,0.0,4,1.0,0,0,0,2005,Yes
18420,31,Yes,travel rarely,359.0,18,5,human resources,4,Male,89,4,1, human resources ,1,married,29560.0,21495,0,No,17,3.0,3,0,2.0,4,3.0,1,0,0,1992,Yes
18470,36,No,travel rarely,430.0,2,4,life sciences,4,Female,73,3,2, research scientist ,2,married,48620.0,19573,4,Yes,22,4.0,4,1,10.0,2,3.0,1,0,0,1987,Yes
18530,32,No,travel frequently,1318.0,10,4,marketing,4,Male,79,3,2, sales executive ,4,married,46480.0,26075,8,No,13,3.0,3,0,10.0,2,4.0,0,0,0,1991,Yes
18600,42,No,travel rarely,1142.0,8,3,life sciences,4,Male,0,3,1, laboratory technician ,3,married,48620.0,13624,4,No,13,3.2,4,0,10.0,3,3.0,0,0,0,1981,Yes
18650,29,No,travel rarely,352.0,6,1,life sciences,4,Male,87,2,1, human resources ,2,married,28040.0,15434,1,No,11,3.0,4,0,10.0,3,3.0,1,0,0,1994,Yes
18750,28,No,travel rarely,1172.0,3,3,medical,2,Female,78,3,1, sales representative ,2,married,28560.0,3692,1,No,19,3.0,4,1,1.0,3,3.0,1,0,0,1995,Yes
18760,30,Yes,travel rarely,945.0,9,3,life sciences,2,Male,89,3,1, sales representative ,4,married,48620.0,16019,1,No,13,3.0,3,0,10.0,3,2.0,1,0,0,1993,No
18930,26,No,travel rarely,482.0,1,2,life sciences,2,Female,90,2,1, research scientist ,3,married,29330.0,14908,1,Yes,13,3.0,3,1,1.0,3,2.0,1,1,0,1997,No
19030,44,No,travel rarely,170.0,1,4,life sciences,2,Male,78,4,2, healthcare representative ,1,married,48620.0,9364,2,No,15,3.0,4,1,10.0,5,3.0,2,2,2,1979,Yes
19280,29,Yes,travel frequently,746.0,24,3,technical degree,3,Male,45,4,1, sales representative ,1,single,10910.0,10642,1,No,17,3.0,4,0,1.0,3,2.8,1,0,0,1994,Yes
19330,28,Yes,travel rarely,1475.0,13,2,marketing,4,Female,84,3,2, sales executive ,3,married,48620.0,23352,3,Yes,11,3.0,4,0,6.0,0,3.0,2,2,2,1995,Yes
19350,56,No,travel rarely,1443.0,11,5,life sciences,4,Female,89,2,2, sales executive ,1,married,48620.0,20328,4,No,16,3.0,3,1,10.0,3,3.0,0,0,0,1967,Yes
19360,39,No,travel rarely,867.0,9,2,life sciences,1,Male,87,3,2, manufacturing director ,1,married,51510.0,12315,1,No,25,4.0,4,1,10.0,3,3.0,10,7,9,1984,Yes
19380,58,No,travel rarely,605.0,21,3,life sciences,4,Female,72,3,4, manager ,4,married,48620.0,11761,4,Yes,13,3.0,3,1,10.0,2,2.0,1,0,0,1965,Yes
19430,42,No,travel rarely,419.0,12,4,marketing,2,Male,77,3,2, sales executive ,4,divorced,48620.0,2900,3,No,12,3.2,3,2,14.0,4,3.0,0,0,0,1981,No
19440,27,Yes,travel rarely,1337.0,22,3,life sciences,1,Female,58,2,1, human resources ,2,married,28630.0,19555,1,No,12,3.0,1,0,10.0,2,3.0,1,0,0,1996,No
19610,38,No,travel rarely,1404.0,1,3,life sciences,1,Male,59,2,1, sales representative ,1,single,28580.0,11473,4,No,14,3.0,1,0,20.0,3,2.0,1,0,0,1985,Yes
19660,32,No,travel rarely,1373.0,5,4,life sciences,4,Male,56,2,2, manufacturing director ,4,married,48620.0,10138,8,No,24,4.0,2,0,10.0,1,3.0,1,0,0,1991,Yes
19740,31,No,travel rarely,1276.0,2,1,medical,4,Female,59,1,1, laboratory technician ,4,married,11290.0,17536,1,No,11,3.0,3,3,10.0,4,3.0,1,0,0,1992,Yes
20120,40,No,travel rarely,543.0,44,4,life sciences,1,Male,83,3,1, laboratory technician ,4,married,48620.0,4060,8,No,19,3.0,3,2,8.0,3,2.0,1,0,0,1983,Yes
20230,23,Yes,travel rarely,638.0,9,3,life sciences,4,Male,33,3,1, sales representative ,1,married,48620.0,26956,1,No,19,3.0,1,1,10.0,3,2.8,1,1,0,2000,No
20400,35,No,travel rarely,1146.0,26,4,life sciences,3,Female,31,3,3, human resources ,4,single,48620.0,16642,1,Yes,16,3.0,3,0,10.0,2,2.8,9,1,7,1988,No
